Link`Title`Company`Location`Salary`Summary
https://kr.indeed.com/rc/clk?jk=e7c8c2b11f24fb43&fccid=a5b4499d9e91a5c6&vjs=3`Software Engineer`Google`서울``languages, including... limited to: C++, Java, C and Python. Excellent written and verbal communication skills. About...
https://kr.indeed.com/rc/clk?jk=c4d404ee4148e30e&fccid=eed009678593e037&vjs=3`SSG랜더스] 데이터분석 직무 채용`신세계`경기도``도출) 능력 - 야구 및 Tracking Data에 대한 깊은 이해도 - Data 분석 프로그래밍 언어 Python(Pandas/Numpy/Matplotlib) 또는 R(ggplot2/dplyr) 능숙한 활용 능력...
https://kr.indeed.com/rc/clk?jk=bd7907d1248e436d&fccid=a72d6e5a17d52b40&vjs=3`[AI/LAB] 머신러닝 리서치 엔지니어 (전문연구요원 가능)`버즈니`서울``찾습니다 논문을 빠르고 정확하게 이해하고 구현할 수 있으신 분 최신 딥러닝 기술 동향을 파악하고 계신 분 Python 사용 능력이 능숙하신 분 ※ 참고사항 : 해당 직군은 상세 경력기술서 제출이 필수입니다. 이런 분은 더욱...
https://kr.indeed.com/rc/clk?jk=d05286ae1fdafccd&fccid=32f112a2173f5468&vjs=3`블록체인 연구소 개발자 정규직`위고컴퍼니`서울 서초구``경력자-블록체인기반 디지털자산관련 앱및웹서비스개발-백엔드와 네트워킹 시스템개발 경험-백엔드: Rails,Go, Python,Rust,C/C++-프론트: Ruby,Javascript,Flutter-블록체인: Solidity[필수...
https://kr.indeed.com/rc/clk?jk=8a938915c06ab45f&fccid=a0cfd8e178006c0c&vjs=3`[대기업] 딥러닝 (AI, 영상인식) 전문가 (석박사급)`비에이블컨설팅그룹`서울``공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/rc/clk?jk=71c47ac87bb4087e&fccid=230e414668234579&vjs=3`기술 인턴 인공지능 응용 연구/개발 인턴`써로마인드로보틱스`서울 관악구``6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝...
https://kr.indeed.com/rc/clk?jk=805a042a5ac51bff&fccid=412ff571bced2587&vjs=3`Anti-Piracy(콘텐츠 불법 유통 방지) 엔지니어`네이버`서울``개발 3 년 이상 유경험자 - TCP/IP 등 네트워크에 대한 이해와 다양한 웹 크롤링 기술을 보유하였으며 Python 프로그래밍 숙련자 - 중규모 이상의 시스템 아키텍처 설계 가능자 • 우대사항 - FDS(Fraud...
https://kr.indeed.com/rc/clk?jk=78e99625e5de3c95&fccid=e34932b8232a173b&vjs=3`전문연구요원 (병역특례) 수시 (AI / HW 분야)`딥엑스`성남 분당구`연봉 40,000,000원 - 100,000,000원`모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활...
https://kr.indeed.com/rc/clk?jk=397a412559c606fa&fccid=86e9be6ce380173e&vjs=3`Charging Operations Specialist, APAC Charging (English Speak...`Tesla`서울``Data science experience including coding/scripting skills ( Python/Ruby/JS/Perl... plus. Collaborative, team oriented...
https://kr.indeed.com/rc/clk?jk=872035f47cfd4850&fccid=e26f0428e52f0752&vjs=3`자산운용팀 전략/리스크팀 퀀트(겨울방학 인턴)`마이퍼스트에셋자산운용`대한민국``공자의 경우 관련 과목 12학점 이상 이수 - Microsoft 엑셀 능숙자 선택 사항 (평가 가산점) - Python 또는 VBA 등 코딩 Skill 보유 - 관련 업종에서 2개월 이상 인턴쉽 또는 근무 경력 보유 - 관련...
https://kr.indeed.com/rc/clk?jk=ce8a55e3c9e70f89&fccid=bb52ef09d63c98fb&vjs=3`[진행중] 우리은행 빅데이터사업부 전문직 (데이터사이언티스트-데이터분석) 채용공고`우리은행`서울 회현동``공학)/수학/통계 관련 전공자 - 금융 분야 또는 B2C 서비스, 플랫폼 운영/기획 경험 보유자 - Python/R/Java 등 분석 및 프로그래밍 언어 사용 경험자 - 은행 등 금융권 데이터 기획/운영/PM 관련...
https://kr.indeed.com/rc/clk?jk=be95b5718905880f&fccid=6c9206aa5a609175&vjs=3`AI/빅데이터/클라우드 분야 (인재 Pool)`LG유플러스`서울``의미한 인사이트 발굴 - R, Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java, Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스...
https://kr.indeed.com/rc/clk?jk=930c3d44b6370d65&fccid=412ff571bced2587&vjs=3`[SNOW] 렌더링 엔진 개발자`네이버`서울``팩토링, 디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 - Image Processing 이해...
https://kr.indeed.com/rc/clk?jk=79fb95da6dff4025&fccid=ecf302baa35f2e54&vjs=3`하반기 신입(채용 연계형 인턴) 수시채용`홈앤쇼핑`서울 마곡동``Python, R, 기타 코딩 능력 보유자 또는 통계 분석에 대한 기초 지식 보유자 중 1개 해당자 우대사항 · 통계 분석에 대한 기초 지식 보유자 · 기초 프로그래밍 코딩 구현 능력 보유자 ( Python or R...
https://kr.indeed.com/rc/clk?jk=8111c2d5817c3e0e&fccid=0aca43c98d45fea1&vjs=3`인공지능 (AI) 딥러닝 연구 개발자`에스알유니버스`서울 마포구`연봉 30,000,000원 - 35,000,000원`초지식 및 경험자3. Python 및 Tensorflow, Pytorch, linux 사용 경험자4. Numpy, Pandas, librosa, ffmpeg, Dlib, OpenCV (for Python) 관련 경험 존재 5...
https://kr.indeed.com/rc/clk?jk=e00e20ee591fa881&fccid=c38fd202d183ce6d&vjs=3`딥러닝 AI 개발인원 정직원 (서울)`지오비전`서울 구로구``2년이상 경력자 또는 대학원 석사학위 수여자 컴퓨터비전 및 딥러닝 이론에 대한 전반적인 이해 C++ , Python 프로그래밍 가능 [근무시간 및 형태] 주 5일 근무 (오전) 9시 30분 ~ (오후) 6시 30분 주소정근로...
